"Time (UTCG)","Centric.LLR.Latitude (deg)","Centric.LLR.Longitude (deg)","Centric.LLR.Radius (km)","Centric.LLR.Latitude Rate (deg/sec)","Centric.LLR.Longitude Rate (deg/sec)","Centric.LLR.Radius Rate (km/sec)","Centric.SubPoint.X (km)","Centric.SubPoint.Y (km)","Centric.SubPoint.Z (km)","Centric.SubPoint.Radius (km)","Centric.SubPoint.X Rate (km/sec)","Centric.SubPoint.Y Rate (km/sec)","Centric.SubPoint.Z Rate (km/sec)","Centric.SubPoint.Radius Rate (km/sec)"
23 Mar 2021 12:58:30.000,18.020,153.022,6925.895915,-0.062187,-0.013308,-0.007058,-5403.531221,2750.625866,1972.389534,6376.081303,-1.280563,2.232096,-6.576692,0.000000
23 Mar 2021 12:58:35.000,17.709,152.956,6925.860604,-0.062190,-0.013276,-0.007058,-5409.848886,2761.747458,1939.475841,6376.149349,-1.246498,2.216514,-6.588737,0.000000
23 Mar 2021 12:58:40.000,17.398,152.889,6925.825292,-0.062193,-0.013245,-0.007058,-5415.996152,2772.790902,1906.502422,6376.216370,-1.212404,2.200837,-6.600582,0.000000
23 Mar 2021 12:58:45.000,17.087,152.823,6925.789979,-0.062196,-0.013214,-0.007058,-5421.972873,2783.755730,1873.470279,6376.282357,-1.178280,2.185067,-6.612226,0.000000
23 Mar 2021 12:58:50.000,16.776,152.757,6925.754666,-0.062199,-0.013185,-0.007058,-5427.778906,2794.641476,1840.380417,6376.347302,-1.144129,2.169204,-6.623669,0.000000
23 Mar 2021 12:58:55.000,16.465,152.691,6925.719352,-0.062201,-0.013156,-0.007058,-5433.414114,2805.447676,1807.233842,6376.411198,-1.109951,2.153249,-6.634911,0.000000
23 Mar 2021 12:59:00.000,16.154,152.626,6925.684038,-0.062204,-0.013127,-0.007058,-5438.878367,2816.173869,1774.031562,6376.474036,-1.075747,2.137201,-6.645951,0.000000
23 Mar 2021 12:59:05.000,15.843,152.560,6925.648724,-0.062207,-0.013099,-0.007058,-5444.171538,2826.819596,1740.774587,6376.535809,-1.041518,2.121062,-6.656789,0.000000
23 Mar 2021 12:59:10.000,15.532,152.495,6925.613410,-0.062210,-0.013072,-0.007058,-5449.293508,2837.384400,1707.463930,6376.596509,-1.007267,2.104832,-6.667424,0.000000
23 Mar 2021 12:59:15.000,15.221,152.429,6925.578097,-0.062212,-0.013046,-0.007058,-5454.244163,2847.867827,1674.100606,6376.656129,-0.972993,2.088512,-6.677855,0.000000
23 Mar 2021 12:59:20.000,14.910,152.364,6925.542784,-0.062215,-0.013020,-0.007058,-5459.023395,2858.269426,1640.685630,6376.714662,-0.938698,2.072101,-6.688084,0.000000
23 Mar 2021 12:59:25.000,14.598,152.299,6925.507472,-0.062217,-0.012995,-0.007058,-5463.631102,2868.588747,1607.220022,6376.772100,-0.904383,2.055601,-6.698108,0.000000
23 Mar 2021 12:59:30.000,14.287,152.234,6925.472162,-0.062220,-0.012970,-0.007057,-5468.067186,2878.825344,1573.704800,6376.828437,-0.870049,2.039011,-6.707929,0.000000
23 Mar 2021 12:59:35.000,13.976,152.169,6925.436853,-0.062222,-0.012947,-0.007057,-5472.331557,2888.978772,1540.140987,6376.883665,-0.835698,2.022333,-6.717545,0.000000
23 Mar 2021 12:59:40.000,13.665,152.105,6925.401547,-0.062225,-0.012923,-0.007057,-5476.424129,2899.048590,1506.529606,6376.937777,-0.801330,2.005567,-6.726955,0.000000
23 Mar 2021 12:59:45.000,13.354,152.040,6925.366242,-0.062227,-0.012900,-0.007056,-5480.344822,2909.034357,1472.871684,6376.990768,-0.766947,1.988713,-6.736161,0.000000
23 Mar 2021 12:59:50.000,13.043,151.976,6925.330940,-0.062229,-0.012878,-0.007056,-5484.093563,2918.935638,1439.168246,6377.042630,-0.732549,1.971772,-6.745161,0.000000
23 Mar 2021 12:59:55.000,12.732,151.911,6925.295642,-0.062232,-0.012857,-0.007055,-5487.670284,2928.751998,1405.420323,6377.093358,-0.698139,1.954745,-6.753955,0.000000
23 Mar 2021 13:00:00.000,12.421,151.847,6925.260346,-0.062234,-0.012836,-0.007054,-5491.074921,2938.483006,1371.628944,6377.142944,-0.663716,1.937632,-6.762543,0.000000
23 Mar 2021 13:00:05.000,12.109,151.783,6925.225055,-0.062236,-0.012816,-0.007054,-5494.307420,2948.128233,1337.795142,6377.191383,-0.629283,1.920433,-6.770924,0.000000
23 Mar 2021 13:00:10.000,11.798,151.719,6925.189767,-0.062238,-0.012796,-0.007053,-5497.367727,2957.687252,1303.919951,6377.238670,-0.594840,1.903149,-6.779098,0.000000
23 Mar 2021 13:00:15.000,11.487,151.655,6925.154484,-0.062240,-0.012777,-0.007052,-5500.255800,2967.159640,1270.004405,6377.284797,-0.560389,1.885780,-6.787066,0.000000
23 Mar 2021 13:00:20.000,11.176,151.591,6925.119207,-0.062242,-0.012758,-0.007051,-5502.971597,2976.544975,1236.049542,6377.329760,-0.525931,1.868328,-6.794825,0.000000
23 Mar 2021 13:00:25.000,10.865,151.527,6925.083934,-0.062244,-0.012740,-0.007049,-5505.515086,2985.842841,1202.056400,6377.373552,-0.491466,1.850792,-6.802377,0.000000
23 Mar 2021 13:00:30.000,10.553,151.464,6925.048668,-0.062246,-0.012723,-0.007048,-5507.886239,2995.052820,1168.026018,6377.416169,-0.456997,1.833173,-6.809721,0.000000
23 Mar 2021 13:00:35.000,10.242,151.400,6925.013408,-0.062248,-0.012706,-0.007047,-5510.085034,3004.174500,1133.959438,6377.457606,-0.422523,1.815473,-6.816856,0.000000
23 Mar 2021 13:00:40.000,9.931,151.337,6924.978156,-0.062250,-0.012689,-0.007045,-5512.111454,3013.207471,1099.857702,6377.497856,-0.388047,1.797690,-6.823783,0.000000
23 Mar 2021 13:00:45.000,9.620,151.273,6924.942910,-0.062252,-0.012673,-0.007044,-5513.965489,3022.151326,1065.721854,6377.536916,-0.353569,1.779826,-6.830501,0.000000
23 Mar 2021 13:00:50.000,9.308,151.210,6924.907673,-0.062254,-0.012658,-0.007042,-5515.647134,3031.005659,1031.552939,6377.574781,-0.319091,1.761882,-6.837009,0.000000
23 Mar 2021 13:00:55.000,8.997,151.147,6924.872445,-0.062256,-0.012643,-0.007040,-5517.156391,3039.770071,997.352003,6377.611445,-0.284614,1.743857,-6.843309,0.000000
23 Mar 2021 13:01:00.000,8.686,151.084,6924.837225,-0.062257,-0.012629,-0.007038,-5518.493265,3048.444160,963.120094,6377.646904,-0.250139,1.725753,-6.849398,0.000000
23 Mar 2021 13:01:05.000,8.374,151.020,6924.802016,-0.062259,-0.012616,-0.007036,-5519.657770,3057.027532,928.858261,6377.681154,-0.215667,1.707570,-6.855278,0.000000
23 Mar 2021 13:01:10.000,8.063,150.957,6924.766816,-0.062261,-0.012602,-0.007034,-5520.649925,3065.519793,894.567553,6377.714191,-0.181199,1.689309,-6.860948,0.000000
23 Mar 2021 13:01:15.000,7.752,150.894,6924.731628,-0.062262,-0.012590,-0.007032,-5521.469752,3073.920553,860.249021,6377.746010,-0.146736,1.670970,-6.866407,0.000000
23 Mar 2021 13:01:20.000,7.441,150.831,6924.696451,-0.062264,-0.012578,-0.007030,-5522.117283,3082.229425,825.903718,6377.776608,-0.112280,1.652554,-6.871656,0.000000
23 Mar 2021 13:01:25.000,7.129,150.769,6924.661287,-0.062265,-0.012566,-0.007027,-5522.592552,3090.446024,791.532696,6377.805981,-0.077832,1.634061,-6.876694,0.000000
23 Mar 2021 13:01:30.000,6.818,150.706,6924.626135,-0.062267,-0.012555,-0.007024,-5522.895602,3098.569968,757.137011,6377.834125,-0.043393,1.615492,-6.881522,0.000000
23 Mar 2021 13:01:35.000,6.507,150.643,6924.590997,-0.062268,-0.012544,-0.007022,-5523.026479,3106.600879,722.717715,6377.861037,-0.008964,1.596848,-6.886138,0.000000
23 Mar 2021 13:01:40.000,6.195,150.580,6924.555874,-0.062270,-0.012534,-0.007019,-5522.985237,3114.538382,688.275867,6377.886714,0.025454,1.578129,-6.890543,0.000000
23 Mar 2021 13:01:45.000,5.884,150.518,6924.520765,-0.062271,-0.012525,-0.007016,-5522.771935,3122.382103,653.812521,6377.911151,0.059860,1.559335,-6.894736,0.000000
23 Mar 2021 13:01:50.000,5.572,150.455,6924.485672,-0.062272,-0.012516,-0.007012,-5522.386636,3130.131673,619.328737,6377.934347,0.094253,1.540468,-6.898718,0.000000
23 Mar 2021 13:01:55.000,5.261,150.393,6924.450596,-0.062274,-0.012507,-0.007009,-5521.829412,3137.786726,584.825572,6377.956298,0.128630,1.521528,-6.902488,0.000000
23 Mar 2021 13:02:00.000,4.950,150.330,6924.415537,-0.062275,-0.012499,-0.007005,-5521.100338,3145.346898,550.304086,6377.977002,0.162992,1.502516,-6.906046,0.000000
23 Mar 2021 13:02:05.000,4.638,150.268,6924.380495,-0.062276,-0.012492,-0.007002,-5520.199496,3152.811829,515.765339,6377.996456,0.197337,1.483432,-6.909392,0.000000
23 Mar 2021 13:02:10.000,4.327,150.205,6924.345473,-0.062277,-0.012485,-0.006998,-5519.126974,3160.181161,481.210391,6378.014657,0.231664,1.464277,-6.912526,0.000000
23 Mar 2021 13:02:15.000,4.016,150.143,6924.310470,-0.062278,-0.012478,-0.006994,-5517.882866,3167.454540,446.640303,6378.031604,0.265971,1.445051,-6.915448,0.000000
23 Mar 2021 13:02:20.000,3.704,150.080,6924.275488,-0.062280,-0.012472,-0.006990,-5516.467270,3174.631615,412.056138,6378.047294,0.300259,1.425755,-6.918157,0.000000
23 Mar 2021 13:02:25.000,3.393,150.018,6924.240527,-0.062281,-0.012467,-0.006985,-5514.880291,3181.712038,377.458958,6378.061726,0.334524,1.406390,-6.920654,0.000000
23 Mar 2021 13:02:30.000,3.081,149.956,6924.205588,-0.062282,-0.012462,-0.006981,-5513.122039,3188.695465,342.849825,6378.074897,0.368767,1.386957,-6.922938,0.000000
23 Mar 2021 13:02:35.000,2.770,149.893,6924.170672,-0.062283,-0.012457,-0.006976,-5511.192633,3195.581552,308.229804,6378.086806,0.402986,1.367455,-6.925009,0.000000
23 Mar 2021 13:02:40.000,2.459,149.831,6924.135780,-0.062284,-0.012453,-0.006971,-5509.092192,3202.369962,273.599959,6378.097451,0.437180,1.347886,-6.926867,0.000000
23 Mar 2021 13:02:45.000,2.147,149.769,6924.100913,-0.062285,-0.012450,-0.006966,-5506.820845,3209.060361,238.961353,6378.106831,0.471348,1.328250,-6.928513,0.000000
23 Mar 2021 13:02:50.000,1.836,149.707,6924.066071,-0.062285,-0.012447,-0.006961,-5504.378726,3215.652414,204.315051,6378.114945,0.505489,1.308548,-6.929945,0.000000
23 Mar 2021 13:02:55.000,1.524,149.644,6924.031256,-0.062286,-0.012444,-0.006955,-5501.765974,3222.145795,169.662119,6378.121792,0.539601,1.288781,-6.931165,0.000000
23 Mar 2021 13:03:00.000,1.213,149.582,6923.996469,-0.062287,-0.012442,-0.006950,-5498.982734,3228.540176,135.003622,6378.127371,0.573684,1.268949,-6.932171,0.000000
23 Mar 2021 13:03:05.000,0.901,149.520,6923.961710,-0.062288,-0.012441,-0.006944,-5496.029156,3234.835236,100.340626,6378.131681,0.607736,1.249053,-6.932964,0.000000
23 Mar 2021 13:03:10.000,0.590,149.458,6923.926981,-0.062288,-0.012440,-0.006938,-5492.905398,3241.030656,65.674196,6378.134721,0.641756,1.229093,-6.933544,0.000000
23 Mar 2021 13:03:15.000,0.279,149.396,6923.892283,-0.062289,-0.012439,-0.006932,-5489.611620,3247.126121,31.005399,6378.136492,0.675743,1.209070,-6.933911,0.000000
23 Mar 2021 13:03:20.000,-0.033,149.333,6923.857616,-0.062290,-0.012439,-0.006925,-5486.147990,3253.121316,-3.664699,6378.136993,0.709696,1.188986,-6.934065,-0.000000
23 Mar 2021 13:03:25.000,-0.344,149.271,6923.822981,-0.062290,-0.012439,-0.006918,-5482.514683,3259.015934,-38.335033,6378.136224,0.743614,1.168839,-6.934005,-0.000000
23 Mar 2021 13:03:30.000,-0.656,149.209,6923.788381,-0.062291,-0.012440,-0.006912,-5478.711877,3264.809669,-73.004535,6378.134184,0.777495,1.148632,-6.933732,-0.000000
23 Mar 2021 13:03:35.000,-0.967,149.147,6923.753815,-0.062291,-0.012441,-0.006904,-5474.739757,3270.502218,-107.672138,6378.130875,0.811339,1.128365,-6.933246,-0.000000
23 Mar 2021 13:03:40.000,-1.279,149.085,6923.719285,-0.062292,-0.012443,-0.006897,-5470.598513,3276.093283,-142.336778,6378.126296,0.845144,1.108039,-6.932546,-0.000000
23 Mar 2021 13:03:45.000,-1.590,149.022,6923.684792,-0.062292,-0.012446,-0.006890,-5466.288342,3281.582567,-176.997387,6378.120448,0.878910,1.087653,-6.931633,-0.000000
23 Mar 2021 13:03:50.000,-1.902,148.960,6923.650337,-0.062293,-0.012448,-0.006882,-5461.809445,3286.969778,-211.652899,6378.113332,0.912634,1.067210,-6.930507,-0.000000
23 Mar 2021 13:03:55.000,-2.213,148.898,6923.615921,-0.062293,-0.012452,-0.006874,-5457.162029,3292.254628,-246.302247,6378.104949,0.946317,1.046709,-6.929168,-0.000000
23 Mar 2021 13:04:00.000,-2.525,148.836,6923.581545,-0.062294,-0.012456,-0.006866,-5452.346307,3297.436831,-280.944366,6378.095299,0.979956,1.026151,-6.927615,-0.000000
23 Mar 2021 13:04:05.000,-2.836,148.773,6923.547211,-0.062294,-0.012460,-0.006857,-5447.362498,3302.516106,-315.578191,6378.084384,1.013551,1.005538,-6.925850,-0.000000
23 Mar 2021 13:04:10.000,-3.148,148.711,6923.512920,-0.062294,-0.012465,-0.006848,-5442.210826,3307.492172,-350.202654,6378.072205,1.047101,0.984868,-6.923871,-0.000000
23 Mar 2021 13:04:15.000,-3.459,148.649,6923.478672,-0.062294,-0.012470,-0.006840,-5436.891521,3312.364757,-384.816692,6378.058763,1.080604,0.964145,-6.921679,-0.000000
23 Mar 2021 13:04:20.000,-3.770,148.586,6923.444470,-0.062294,-0.012476,-0.006830,-5431.404818,3317.133587,-419.419239,6378.044060,1.114060,0.943367,-6.919274,-0.000000
23 Mar 2021 13:04:25.000,-4.082,148.524,6923.410313,-0.062295,-0.012482,-0.006821,-5425.750958,3321.798396,-454.009231,6378.028098,1.147467,0.922536,-6.916657,-0.000000
23 Mar 2021 13:04:30.000,-4.393,148.461,6923.376205,-0.062295,-0.012489,-0.006811,-5419.930187,3326.358917,-488.585603,6378.010878,1.180824,0.901653,-6.913826,-0.000000
23 Mar 2021 13:04:35.000,-4.705,148.399,6923.342145,-0.062295,-0.012496,-0.006801,-5413.942757,3330.814892,-523.147291,6377.992404,1.214130,0.880717,-6.910783,-0.000000
23 Mar 2021 13:04:40.000,-5.016,148.336,6923.308135,-0.062295,-0.012504,-0.006791,-5407.788926,3335.166061,-557.693233,6377.972676,1.247384,0.859731,-6.907527,-0.000000
23 Mar 2021 13:04:45.000,-5.328,148.274,6923.274176,-0.062295,-0.012512,-0.006781,-5401.468957,3339.412171,-592.222365,6377.951698,1.280585,0.838694,-6.904059,-0.000000
23 Mar 2021 13:04:50.000,-5.639,148.211,6923.240270,-0.062295,-0.012521,-0.006770,-5394.983118,3343.552971,-626.733625,6377.929472,1.313731,0.817607,-6.900379,-0.000000
23 Mar 2021 13:04:55.000,-5.951,148.149,6923.206418,-0.062295,-0.012530,-0.006759,-5388.331684,3347.588215,-661.225952,6377.906000,1.346823,0.796471,-6.896486,-0.000000
23 Mar 2021 13:05:00.000,-6.262,148.086,6923.172622,-0.062294,-0.012540,-0.006748,-5381.514933,3351.517660,-695.698284,6377.881286,1.379857,0.775288,-6.892381,-0.000000
23 Mar 2021 13:05:05.000,-6.574,148.023,6923.138881,-0.062294,-0.012550,-0.006736,-5374.533152,3355.341065,-730.149561,6377.855332,1.412835,0.754056,-6.888064,-0.000000
23 Mar 2021 13:05:10.000,-6.885,147.961,6923.105199,-0.062294,-0.012561,-0.006725,-5367.386630,3359.058195,-764.578724,6377.828142,1.445753,0.732778,-6.883535,-0.000000
23 Mar 2021 13:05:15.000,-7.197,147.898,6923.071577,-0.062294,-0.012572,-0.006713,-5360.075663,3362.668817,-798.984713,6377.799719,1.478612,0.711453,-6.878794,-0.000000
23 Mar 2021 13:05:20.000,-7.508,147.835,6923.038015,-0.062294,-0.012584,-0.006700,-5352.600552,3366.172703,-833.366470,6377.770066,1.511410,0.690083,-6.873842,-0.000000
23 Mar 2021 13:05:25.000,-7.820,147.772,6923.004515,-0.062293,-0.012597,-0.006688,-5344.961606,3369.569627,-867.722939,6377.739187,1.544146,0.668669,-6.868678,-0.000000
23 Mar 2021 13:05:30.000,-8.131,147.709,6922.971079,-0.062293,-0.012610,-0.006675,-5337.159134,3372.859368,-902.053062,6377.707085,1.576820,0.647210,-6.863304,-0.000000
23 Mar 2021 13:05:35.000,-8.443,147.646,6922.937707,-0.062292,-0.012623,-0.006662,-5329.193456,3376.041708,-936.355784,6377.673765,1.609429,0.625708,-6.857718,-0.000000
23 Mar 2021 13:05:40.000,-8.754,147.583,6922.904403,-0.062292,-0.012637,-0.006648,-5321.064894,3379.116432,-970.630050,6377.639231,1.641973,0.604164,-6.851921,-0.000000
23 Mar 2021 13:05:45.000,-9.065,147.519,6922.871166,-0.062291,-0.012652,-0.006634,-5312.773776,3382.083331,-1004.874807,6377.603486,1.674451,0.582578,-6.845914,-0.000000
23 Mar 2021 13:05:50.000,-9.377,147.456,6922.837998,-0.062291,-0.012667,-0.006620,-5304.320436,3384.942197,-1039.089002,6377.566536,1.706861,0.560951,-6.839696,-0.000000
23 Mar 2021 13:05:55.000,-9.688,147.393,6922.804902,-0.062290,-0.012682,-0.006606,-5295.705213,3387.692828,-1073.271583,6377.528384,1.739204,0.539284,-6.833268,-0.000000
23 Mar 2021 13:06:00.000,-10.000,147.329,6922.771878,-0.062290,-0.012698,-0.006591,-5286.928451,3390.335023,-1107.421500,6377.489035,1.771476,0.517578,-6.826631,-0.000000
23 Mar 2021 13:06:05.000,-10.311,147.266,6922.738927,-0.062289,-0.012715,-0.006576,-5277.990499,3392.868588,-1141.537703,6377.448494,1.803679,0.495832,-6.819783,-0.000000
23 Mar 2021 13:06:10.000,-10.623,147.202,6922.706053,-0.062288,-0.012732,-0.006561,-5268.891714,3395.293330,-1175.619144,6377.406766,1.835810,0.474049,-6.812726,-0.000000
23 Mar 2021 13:06:15.000,-10.934,147.138,6922.673255,-0.062287,-0.012750,-0.006545,-5259.632454,3397.609062,-1209.664777,6377.363857,1.867868,0.452228,-6.805459,-0.000000
23 Mar 2021 13:06:20.000,-11.246,147.075,6922.640536,-0.062287,-0.012768,-0.006529,-5250.213085,3399.815598,-1243.673555,6377.319770,1.899853,0.430371,-6.797984,-0.000000
23 Mar 2021 13:06:25.000,-11.557,147.011,6922.607897,-0.062286,-0.012787,-0.006513,-5240.633978,3401.912758,-1277.644433,6377.274512,1.931763,0.408478,-6.790300,-0.000000
23 Mar 2021 13:06:30.000,-11.868,146.947,6922.575339,-0.062285,-0.012807,-0.006497,-5230.895509,3403.900365,-1311.576369,6377.228088,1.963598,0.386550,-6.782407,-0.000000
23 Mar 2021 13:06:35.000,-12.180,146.883,6922.542865,-0.062284,-0.012827,-0.006480,-5220.998058,3405.778245,-1345.468320,6377.180504,1.995355,0.364588,-6.774306,-0.000000
23 Mar 2021 13:06:40.000,-12.491,146.818,6922.510476,-0.062283,-0.012848,-0.006463,-5210.942012,3407.546231,-1379.319247,6377.131765,2.027035,0.342592,-6.765997,-0.000000
23 Mar 2021 13:06:45.000,-12.803,146.754,6922.478173,-0.062282,-0.012869,-0.006445,-5200.727762,3409.204155,-1413.128109,6377.081878,2.058636,0.320563,-6.757480,-0.000000
23 Mar 2021 13:06:50.000,-13.114,146.690,6922.445959,-0.062281,-0.012891,-0.006427,-5190.355705,3410.751856,-1446.893870,6377.030848,2.090158,0.298503,-6.748756,-0.000000
23 Mar 2021 13:06:55.000,-13.426,146.625,6922.413834,-0.062280,-0.012913,-0.006409,-5179.826243,3412.189176,-1480.615493,6376.978682,2.121598,0.276411,-6.739825,-0.000000
23 Mar 2021 13:07:00.000,-13.737,146.561,6922.381801,-0.062279,-0.012936,-0.006390,-5169.139781,3413.515961,-1514.291944,6376.925386,2.152957,0.254289,-6.730687,-0.000000
23 Mar 2021 13:07:05.000,-14.048,146.496,6922.349862,-0.062277,-0.012960,-0.006372,-5158.296732,3414.732061,-1547.922189,6376.870967,2.184233,0.232137,-6.721343,-0.000000
23 Mar 2021 13:07:10.000,-14.360,146.431,6922.318017,-0.062276,-0.012984,-0.006352,-5147.297514,3415.837329,-1581.505197,6376.815431,2.215425,0.209957,-6.711792,-0.000000
23 Mar 2021 13:07:15.000,-14.671,146.366,6922.286268,-0.062275,-0.013009,-0.006333,-5136.142547,3416.831622,-1615.039939,6376.758785,2.246532,0.187748,-6.702036,-0.000000
23 Mar 2021 13:07:20.000,-14.982,146.301,6922.254618,-0.062274,-0.013035,-0.006313,-5124.832259,3417.714802,-1648.525385,6376.701035,2.277553,0.165512,-6.692074,-0.000000
23 Mar 2021 13:07:25.000,-15.294,146.236,6922.223068,-0.062272,-0.013061,-0.006293,-5113.367081,3418.486733,-1681.960511,6376.642190,2.308487,0.143249,-6.681908,-0.000000
23 Mar 2021 13:07:30.000,-15.605,146.170,6922.191620,-0.062271,-0.013087,-0.006272,-5101.747452,3419.147285,-1715.344291,6376.582255,2.339333,0.120960,-6.671536,-0.000000
23 Mar 2021 13:07:35.000,-15.917,146.105,6922.160275,-0.062269,-0.013115,-0.006251,-5089.973812,3419.696330,-1748.675702,6376.521239,2.370091,0.098646,-6.660960,-0.000000
23 Mar 2021 13:07:40.000,-16.228,146.039,6922.129035,-0.062268,-0.013143,-0.006230,-5078.046610,3420.133744,-1781.953723,6376.459148,2.400758,0.076308,-6.650180,-0.000000
23 Mar 2021 13:07:45.000,-16.539,145.973,6922.097903,-0.062266,-0.013172,-0.006208,-5065.966296,3420.459409,-1815.177335,6376.395991,2.431335,0.053946,-6.639197,-0.000000
23 Mar 2021 13:07:50.000,-16.851,145.907,6922.066879,-0.062264,-0.013201,-0.006186,-5053.733327,3420.673208,-1848.345521,6376.331775,2.461820,0.031562,-6.628010,-0.000000
23 Mar 2021 13:07:55.000,-17.162,145.841,6922.035966,-0.062263,-0.013231,-0.006164,-5041.348166,3420.775029,-1881.457266,6376.266507,2.492212,0.009156,-6.616620,-0.000000
23 Mar 2021 13:08:00.000,-17.473,145.775,6922.005165,-0.062261,-0.013262,-0.006141,-5028.811278,3420.764766,-1914.511555,6376.200197,2.522510,-0.013272,-6.605028,-0.000000
23 Mar 2021 13:08:05.000,-17.784,145.709,6921.974478,-0.062259,-0.013294,-0.006118,-5016.123135,3420.642313,-1947.507378,6376.132851,2.552713,-0.035720,-6.593233,-0.000000
23 Mar 2021 13:08:10.000,-18.096,145.642,6921.943908,-0.062257,-0.013326,-0.006095,-5003.284214,3420.407571,-1980.443725,6376.064478,2.582821,-0.058187,-6.581237,-0.000000
23 Mar 2021 13:08:15.000,-18.407,145.576,6921.913455,-0.062255,-0.013359,-0.006071,-4990.294995,3420.060443,-2013.319590,6375.995086,2.612832,-0.080674,-6.569040,-0.000000
23 Mar 2021 13:08:20.000,-18.718,145.509,6921.883123,-0.062253,-0.013392,-0.006047,-4977.155964,3419.600838,-2046.133965,6375.924684,2.642745,-0.103178,-6.556642,-0.000000
23 Mar 2021 13:08:25.000,-19.030,145.442,6921.852911,-0.062251,-0.013427,-0.006022,-4963.867611,3419.028666,-2078.885850,6375.853281,2.672560,-0.125700,-6.544044,-0.000000
23 Mar 2021 13:08:30.000,-19.341,145.374,6921.822823,-0.062249,-0.013462,-0.005997,-4950.430433,3418.343844,-2111.574242,6375.780885,2.702275,-0.148238,-6.531245,-0.000000
23 Mar 2021 13:08:35.000,-19.652,145.307,6921.792861,-0.062247,-0.013498,-0.005972,-4936.844928,3417.546291,-2144.198143,6375.707504,2.731890,-0.170792,-6.518247,-0.000000
23 Mar 2021 13:08:40.000,-19.963,145.239,6921.763026,-0.062245,-0.013534,-0.005946,-4923.111603,3416.635930,-2176.756557,6375.633148,2.761404,-0.193361,-6.505050,-0.000000
23 Mar 2021 13:08:45.000,-20.275,145.172,6921.733319,-0.062243,-0.013572,-0.005920,-4909.230965,3415.612688,-2209.248490,6375.557826,2.790815,-0.215944,-6.491655,-0.000000
23 Mar 2021 13:08:50.000,-20.586,145.104,6921.703744,-0.062240,-0.013610,-0.005894,-4895.203530,3414.476498,-2241.672949,6375.481547,2.820122,-0.238540,-6.478061,-0.000000
23 Mar 2021 13:08:55.000,-20.897,145.036,6921.674302,-0.062238,-0.013649,-0.005867,-4881.029815,3413.227293,-2274.028945,6375.404321,2.849326,-0.261149,-6.464270,-0.000000
23 Mar 2021 13:09:00.000,-21.208,144.967,6921.644994,-0.062236,-0.013689,-0.005840,-4866.710345,3411.865013,-2306.315490,6375.326156,2.878424,-0.283770,-6.450281,-0.000000
23 Mar 2021 13:09:05.000,-21.519,144.899,6921.615824,-0.062233,-0.013729,-0.005812,-4852.245646,3410.389602,-2338.531601,6375.247062,2.907417,-0.306402,-6.436096,-0.000000
23 Mar 2021 13:09:10.000,-21.830,144.830,6921.586792,-0.062231,-0.013771,-0.005784,-4837.636252,3408.801006,-2370.676295,6375.167049,2.936302,-0.329044,-6.421714,-0.000000
23 Mar 2021 13:09:15.000,-22.142,144.761,6921.557900,-0.062228,-0.013813,-0.005756,-4822.882699,3407.099176,-2402.748592,6375.086127,2.965080,-0.351695,-6.407137,-0.000000
23 Mar 2021 13:09:20.000,-22.453,144.692,6921.529151,-0.062225,-0.013856,-0.005727,-4807.985529,3405.284066,-2434.747515,6375.004305,2.993749,-0.374355,-6.392365,-0.000000
23 Mar 2021 13:09:25.000,-22.764,144.622,6921.500547,-0.062223,-0.013900,-0.005698,-4792.945288,3403.355637,-2466.672088,6374.921593,3.022308,-0.397023,-6.377398,-0.000000
23 Mar 2021 13:09:30.000,-23.075,144.553,6921.472089,-0.062220,-0.013945,-0.005669,-4777.762525,3401.313851,-2498.521341,6374.838002,3.050757,-0.419698,-6.362236,-0.000000
23 Mar 2021 13:09:35.000,-23.386,144.483,6921.443780,-0.062217,-0.013990,-0.005639,-4762.437797,3399.158673,-2530.294302,6374.753541,3.079094,-0.442379,-6.346881,-0.000000
23 Mar 2021 13:09:40.000,-23.697,144.413,6921.415622,-0.062214,-0.014037,-0.005608,-4746.971661,3396.890076,-2561.990006,6374.668221,3.107319,-0.465065,-6.331333,-0.000000
23 Mar 2021 13:09:45.000,-24.008,144.343,6921.387615,-0.062211,-0.014085,-0.005578,-4731.364682,3394.508034,-2593.607487,6374.582053,3.135431,-0.487757,-6.315593,-0.000000
23 Mar 2021 13:09:50.000,-24.319,144.272,6921.359764,-0.062208,-0.014133,-0.005546,-4715.617427,3392.012526,-2625.145785,6374.495046,3.163429,-0.510452,-6.299660,-0.000000
23 Mar 2021 13:09:55.000,-24.630,144.201,6921.332068,-0.062205,-0.014182,-0.005515,-4699.730470,3389.403533,-2656.603940,6374.407211,3.191312,-0.533150,-6.283536,-0.000000
23 Mar 2021 13:10:00.000,-24.941,144.130,6921.304531,-0.062202,-0.014233,-0.005483,-4683.704386,3386.681043,-2687.980997,6374.318559,3.219079,-0.555850,-6.267221,-0.000000
23 Mar 2021 13:10:05.000,-25.252,144.059,6921.277155,-0.062198,-0.014284,-0.005451,-4667.539756,3383.845046,-2719.276001,6374.229101,3.246730,-0.578552,-6.250715,-0.000000
23 Mar 2021 13:10:10.000,-25.563,143.987,6921.249941,-0.062195,-0.014337,-0.005418,-4651.237166,3380.895537,-2750.488003,6374.138848,3.274263,-0.601255,-6.234020,-0.000000
