"Time (UTCG)","Centric.LLR.Latitude (deg)","Centric.LLR.Longitude (deg)","Centric.LLR.Radius (km)","Centric.LLR.Latitude Rate (deg/sec)","Centric.LLR.Longitude Rate (deg/sec)","Centric.LLR.Radius Rate (km/sec)","Centric.SubPoint.X (km)","Centric.SubPoint.Y (km)","Centric.SubPoint.Z (km)","Centric.SubPoint.Radius (km)","Centric.SubPoint.X Rate (km/sec)","Centric.SubPoint.Y Rate (km/sec)","Centric.SubPoint.Z Rate (km/sec)","Centric.SubPoint.Radius Rate (km/sec)"
23 Mar 2021 06:00:00.000,27.608,71.190,6939.812798,0.061836,-0.014650,-0.000216,1820.993463,5346.207948,2953.621576,6373.526263,0.333737,-3.498963,6.086526,-0.000000
23 Mar 2021 06:00:05.000,27.917,71.117,6939.811605,0.061831,-0.014709,-0.000293,1822.628670,5328.633406,2984.009344,6373.430867,0.320342,-3.530842,6.068564,-0.000000
23 Mar 2021 06:00:10.000,28.226,71.043,6939.810031,0.061827,-0.014770,-0.000369,1824.196824,5310.899771,3014.306850,6373.334780,0.306916,-3.562601,6.050422,-0.000000
23 Mar 2021 06:00:15.000,28.535,70.969,6939.808076,0.061822,-0.014832,-0.000445,1825.697768,5293.007637,3044.513196,6373.238014,0.293458,-3.594241,6.032100,-0.000000
23 Mar 2021 06:00:20.000,28.845,70.895,6939.805744,0.061818,-0.014895,-0.000520,1827.131350,5274.957606,3074.627483,6373.140582,0.279970,-3.625760,6.013599,-0.000000
23 Mar 2021 06:00:25.000,29.154,70.820,6939.803034,0.061813,-0.014959,-0.000596,1828.497417,5256.750284,3104.648818,6373.042494,0.266453,-3.657157,5.994919,-0.000000
23 Mar 2021 06:00:30.000,29.463,70.745,6939.799948,0.061809,-0.015025,-0.000671,1829.795822,5238.386280,3134.576309,6372.943763,0.252906,-3.688432,5.976061,-0.000000
23 Mar 2021 06:00:35.000,29.772,70.670,6939.796489,0.061804,-0.015092,-0.000746,1831.026419,5219.866209,3164.409069,6372.844400,0.239329,-3.719584,5.957027,-0.000000
23 Mar 2021 06:00:40.000,30.081,70.595,6939.792656,0.061799,-0.015160,-0.000820,1832.189063,5201.190691,3194.146214,6372.744417,0.225725,-3.750611,5.937815,-0.000000
23 Mar 2021 06:00:45.000,30.390,70.519,6939.788451,0.061794,-0.015229,-0.000894,1833.283614,5182.360351,3223.786861,6372.643826,0.212092,-3.781513,5.918428,-0.000000
23 Mar 2021 06:00:50.000,30.699,70.442,6939.783877,0.061789,-0.015299,-0.000968,1834.309934,5163.375816,3253.330132,6372.542640,0.198432,-3.812288,5.898865,-0.000000
23 Mar 2021 06:00:55.000,31.008,70.366,6939.778934,0.061784,-0.015371,-0.001042,1835.267886,5144.237721,3282.775153,6372.440870,0.184745,-3.842937,5.879127,-0.000000
23 Mar 2021 06:01:00.000,31.317,70.288,6939.773624,0.061779,-0.015445,-0.001115,1836.157337,5124.946703,3312.121051,6372.338529,0.171032,-3.873457,5.859216,-0.000000
23 Mar 2021 06:01:05.000,31.625,70.211,6939.767948,0.061773,-0.015519,-0.001188,1836.978155,5105.503405,3341.366958,6372.235629,0.157292,-3.903849,5.839131,-0.000000
23 Mar 2021 06:01:10.000,31.934,70.133,6939.761909,0.061768,-0.015595,-0.001261,1837.730214,5085.908473,3370.512010,6372.132182,0.143528,-3.934111,5.818873,-0.000000
23 Mar 2021 06:01:15.000,32.243,70.055,6939.755506,0.061763,-0.015673,-0.001333,1838.413385,5066.162560,3399.555343,6372.028200,0.129738,-3.964242,5.798444,-0.000000
23 Mar 2021 06:01:20.000,32.552,69.977,6939.748743,0.061757,-0.015752,-0.001405,1839.027547,5046.266320,3428.496100,6371.923697,0.115924,-3.994241,5.777843,-0.000000
23 Mar 2021 06:01:25.000,32.861,69.898,6939.741621,0.061751,-0.015832,-0.001477,1839.572579,5026.220415,3457.333425,6371.818684,0.102086,-4.024108,5.757071,-0.000000
23 Mar 2021 06:01:30.000,33.169,69.818,6939.734141,0.061746,-0.015914,-0.001549,1840.048362,5006.025509,3486.066467,6371.713175,0.088224,-4.053841,5.736130,-0.000000
23 Mar 2021 06:01:35.000,33.478,69.738,6939.726305,0.061740,-0.015997,-0.001620,1840.454780,4985.682270,3514.694378,6371.607181,0.074340,-4.083440,5.715019,-0.000000
23 Mar 2021 06:01:40.000,33.787,69.658,6939.718114,0.061734,-0.016082,-0.001690,1840.791721,4965.191373,3543.216313,6371.500716,0.060433,-4.112905,5.693739,-0.000000
23 Mar 2021 06:01:45.000,34.095,69.578,6939.709570,0.061728,-0.016169,-0.001761,1841.059074,4944.553496,3571.631430,6371.393792,0.046505,-4.142233,5.672292,-0.000000
23 Mar 2021 06:01:50.000,34.404,69.497,6939.700675,0.061722,-0.016257,-0.001831,1841.256731,4923.769319,3599.938892,6371.286423,0.032555,-4.171424,5.650677,-0.000000
23 Mar 2021 06:01:55.000,34.713,69.415,6939.691431,0.061715,-0.016347,-0.001901,1841.384587,4902.839529,3628.137864,6371.178620,0.018584,-4.200478,5.628896,-0.000000
23 Mar 2021 06:02:00.000,35.021,69.333,6939.681839,0.061709,-0.016439,-0.001970,1841.442539,4881.764817,3656.227516,6371.070397,0.004594,-4.229393,5.606949,-0.000000
23 Mar 2021 06:02:05.000,35.330,69.251,6939.671901,0.061702,-0.016533,-0.002039,1841.430486,4860.545878,3684.207020,6370.961767,-0.009417,-4.258169,5.584837,-0.000000
23 Mar 2021 06:02:10.000,35.638,69.168,6939.661619,0.061696,-0.016628,-0.002108,1841.348332,4839.183409,3712.075553,6370.852742,-0.023447,-4.286804,5.562560,-0.000000
23 Mar 2021 06:02:15.000,35.947,69.084,6939.650994,0.061689,-0.016725,-0.002176,1841.195980,4817.678115,3739.832296,6370.743337,-0.037496,-4.315299,5.540120,-0.000000
23 Mar 2021 06:02:20.000,36.255,69.001,6939.640028,0.061682,-0.016824,-0.002244,1840.973340,4796.030702,3767.476431,6370.633563,-0.051563,-4.343651,5.517517,-0.000000
23 Mar 2021 06:02:25.000,36.564,68.916,6939.628723,0.061675,-0.016925,-0.002312,1840.680320,4774.241882,3795.007146,6370.523434,-0.065647,-4.371862,5.494752,-0.000000
23 Mar 2021 06:02:30.000,36.872,68.831,6939.617081,0.061668,-0.017027,-0.002379,1840.316834,4752.312369,3822.423632,6370.412964,-0.079749,-4.399928,5.471826,-0.000000
23 Mar 2021 06:02:35.000,37.180,68.746,6939.605103,0.061661,-0.017132,-0.002446,1839.882798,4730.242884,3849.725083,6370.302164,-0.093868,-4.427851,5.448739,-0.000000
23 Mar 2021 06:02:40.000,37.488,68.660,6939.592792,0.061654,-0.017239,-0.002513,1839.378128,4708.034149,3876.910699,6370.191050,-0.108002,-4.455628,5.425492,-0.000000
23 Mar 2021 06:02:45.000,37.797,68.573,6939.580150,0.061646,-0.017348,-0.002579,1838.802747,4685.686891,3903.979681,6370.079633,-0.122153,-4.483259,5.402085,-0.000000
23 Mar 2021 06:02:50.000,38.105,68.486,6939.567177,0.061638,-0.017459,-0.002645,1838.156576,4663.201842,3930.931236,6369.967928,-0.136318,-4.510744,5.378520,-0.000000
23 Mar 2021 06:02:55.000,38.413,68.399,6939.553876,0.061631,-0.017572,-0.002710,1837.439543,4640.579738,3957.764572,6369.855947,-0.150498,-4.538082,5.354798,-0.000000
23 Mar 2021 06:03:00.000,38.721,68.311,6939.540249,0.061623,-0.017688,-0.002775,1836.651575,4617.821316,3984.478904,6369.743704,-0.164691,-4.565271,5.330919,-0.000000
23 Mar 2021 06:03:05.000,39.029,68.222,6939.526298,0.061615,-0.017805,-0.002840,1835.792604,4594.927321,4011.073449,6369.631212,-0.178899,-4.592311,5.306883,-0.000000
23 Mar 2021 06:03:10.000,39.337,68.133,6939.512024,0.061607,-0.017925,-0.002904,1834.862563,4571.898498,4037.547428,6369.518485,-0.193119,-4.619202,5.282692,-0.000000
23 Mar 2021 06:03:15.000,39.645,68.043,6939.497430,0.061598,-0.018048,-0.002968,1833.861389,4548.735599,4063.900066,6369.405537,-0.207352,-4.645942,5.258347,-0.000000
23 Mar 2021 06:03:20.000,39.953,67.952,6939.482517,0.061590,-0.018173,-0.003032,1832.789022,4525.439377,4090.130592,6369.292380,-0.221597,-4.672530,5.233847,-0.000000
23 Mar 2021 06:03:25.000,40.261,67.861,6939.467288,0.061581,-0.018300,-0.003095,1831.645402,4502.010591,4116.238239,6369.179028,-0.235853,-4.698967,5.209195,-0.000000
23 Mar 2021 06:03:30.000,40.569,67.769,6939.451744,0.061572,-0.018430,-0.003158,1830.430474,4478.450003,4142.222244,6369.065494,-0.250120,-4.725251,5.184391,-0.000000
23 Mar 2021 06:03:35.000,40.877,67.677,6939.435888,0.061563,-0.018562,-0.003220,1829.144186,4454.758378,4168.081847,6368.951793,-0.264397,-4.751382,5.159434,-0.000000
23 Mar 2021 06:03:40.000,41.185,67.584,6939.419720,0.061554,-0.018697,-0.003282,1827.786486,4430.936486,4193.816293,6368.837938,-0.278684,-4.777358,5.134328,-0.000000
23 Mar 2021 06:03:45.000,41.493,67.490,6939.403244,0.061544,-0.018835,-0.003343,1826.357327,4406.985099,4219.424831,6368.723942,-0.292981,-4.803179,5.109071,-0.000000
23 Mar 2021 06:03:50.000,41.800,67.395,6939.386462,0.061535,-0.018976,-0.003405,1824.856664,4382.904993,4244.906713,6368.609819,-0.307286,-4.828845,5.083665,-0.000000
23 Mar 2021 06:03:55.000,42.108,67.300,6939.369375,0.061525,-0.019120,-0.003465,1823.284456,4358.696949,4270.261196,6368.495583,-0.321599,-4.854355,5.058112,-0.000000
23 Mar 2021 06:04:00.000,42.416,67.204,6939.351985,0.061515,-0.019266,-0.003526,1821.640661,4334.361751,4295.487541,6368.381246,-0.335920,-4.879707,5.032410,-0.000000
23 Mar 2021 06:04:05.000,42.723,67.107,6939.334294,0.061505,-0.019416,-0.003586,1819.925242,4309.900185,4320.585012,6368.266824,-0.350248,-4.904901,5.006562,-0.000000
23 Mar 2021 06:04:10.000,43.031,67.010,6939.316305,0.061495,-0.019569,-0.003645,1818.138167,4285.313042,4345.552879,6368.152329,-0.364583,-4.929937,4.980568,-0.000000
23 Mar 2021 06:04:15.000,43.338,66.912,6939.298019,0.061484,-0.019725,-0.003704,1816.279402,4260.601116,4370.390413,6368.037775,-0.378924,-4.954814,4.954429,-0.000000
23 Mar 2021 06:04:20.000,43.645,66.813,6939.279439,0.061473,-0.019884,-0.003763,1814.348919,4235.765205,4395.096892,6367.923175,-0.393270,-4.979531,4.928146,-0.000000
23 Mar 2021 06:04:25.000,43.953,66.713,6939.260566,0.061462,-0.020046,-0.003821,1812.346691,4210.806109,4419.671598,6367.808544,-0.407622,-5.004088,4.901720,-0.000000
23 Mar 2021 06:04:30.000,44.260,66.612,6939.241403,0.061451,-0.020212,-0.003879,1810.272695,4185.724634,4444.113815,6367.693895,-0.421978,-5.028483,4.875151,-0.000000
23 Mar 2021 06:04:35.000,44.567,66.511,6939.221952,0.061440,-0.020382,-0.003936,1808.126909,4160.521585,4468.422832,6367.579241,-0.436337,-5.052717,4.848440,-0.000000
23 Mar 2021 06:04:40.000,44.874,66.408,6939.202215,0.061428,-0.020555,-0.003993,1805.909315,4135.197776,4492.597944,6367.464596,-0.450701,-5.076788,4.821589,-0.000000
23 Mar 2021 06:04:45.000,45.182,66.305,6939.182194,0.061416,-0.020731,-0.004050,1803.619898,4109.754019,4516.638448,6367.349975,-0.465067,-5.100696,4.794597,-0.000000
23 Mar 2021 06:04:50.000,45.489,66.201,6939.161890,0.061404,-0.020912,-0.004106,1801.258643,4084.191132,4540.543646,6367.235390,-0.479435,-5.124439,4.767466,-0.000000
23 Mar 2021 06:04:55.000,45.796,66.096,6939.141307,0.061391,-0.021096,-0.004162,1798.825542,4058.509937,4564.312845,6367.120855,-0.493806,-5.148019,4.740197,-0.000000
23 Mar 2021 06:05:00.000,46.102,65.990,6939.120447,0.061379,-0.021285,-0.004217,1796.320586,4032.711256,4587.945353,6367.006384,-0.508177,-5.171433,4.712790,-0.000000
23 Mar 2021 06:05:05.000,46.409,65.883,6939.099310,0.061366,-0.021478,-0.004272,1793.743770,4006.795918,4611.440487,6366.891990,-0.522549,-5.194682,4.685247,-0.000000
23 Mar 2021 06:05:10.000,46.716,65.775,6939.077901,0.061352,-0.021674,-0.004326,1791.095092,3980.764752,4634.797565,6366.777687,-0.536922,-5.217764,4.657568,-0.000000
23 Mar 2021 06:05:15.000,47.023,65.666,6939.056220,0.061339,-0.021876,-0.004380,1788.374552,3954.618592,4658.015911,6366.663488,-0.551294,-5.240679,4.629754,-0.000000
23 Mar 2021 06:05:20.000,47.330,65.556,6939.034270,0.061325,-0.022081,-0.004434,1785.582153,3928.358275,4681.094851,6366.549408,-0.565665,-5.263427,4.601806,-0.000000
23 Mar 2021 06:05:25.000,47.636,65.446,6939.012053,0.061311,-0.022292,-0.004487,1782.717901,3901.984639,4704.033718,6366.435459,-0.580035,-5.286006,4.573725,-0.000000
23 Mar 2021 06:05:30.000,47.943,65.334,6938.989572,0.061296,-0.022507,-0.004540,1779.781803,3875.498529,4726.831847,6366.321656,-0.594403,-5.308417,4.545511,-0.000000
23 Mar 2021 06:05:35.000,48.249,65.220,6938.966828,0.061281,-0.022727,-0.004592,1776.773872,3848.900788,4749.488580,6366.208011,-0.608769,-5.330658,4.517166,-0.000000
23 Mar 2021 06:05:40.000,48.555,65.106,6938.943823,0.061266,-0.022952,-0.004644,1773.694121,3822.192266,4772.003260,6366.094538,-0.623131,-5.352729,4.488690,-0.000000
23 Mar 2021 06:05:45.000,48.862,64.991,6938.920561,0.061251,-0.023182,-0.004695,1770.542566,3795.373814,4794.375238,6365.981251,-0.637490,-5.374630,4.460085,-0.000000
23 Mar 2021 06:05:50.000,49.168,64.874,6938.897042,0.061235,-0.023417,-0.004746,1767.319226,3768.446288,4816.603866,6365.868163,-0.651845,-5.396359,4.431351,-0.000000
23 Mar 2021 06:05:55.000,49.474,64.757,6938.873270,0.061219,-0.023658,-0.004797,1764.024123,3741.410543,4838.688503,6365.755288,-0.666195,-5.417917,4.402488,-0.000000
23 Mar 2021 06:06:00.000,49.780,64.638,6938.849246,0.061202,-0.023904,-0.004847,1760.657281,3714.267440,4860.628511,6365.642638,-0.680541,-5.439302,4.373499,-0.000000
23 Mar 2021 06:06:05.000,50.086,64.518,6938.824973,0.061185,-0.024157,-0.004896,1757.218728,3687.017842,4882.423257,6365.530228,-0.694880,-5.460515,4.344383,-0.000000
23 Mar 2021 06:06:10.000,50.392,64.396,6938.800452,0.061168,-0.024415,-0.004945,1753.708493,3659.662616,4904.072111,6365.418070,-0.709213,-5.481554,4.315143,-0.000000
23 Mar 2021 06:06:15.000,50.698,64.274,6938.775687,0.061150,-0.024679,-0.004994,1750.126609,3632.202628,4925.574451,6365.306179,-0.723540,-5.502419,4.285777,-0.000000
23 Mar 2021 06:06:20.000,51.003,64.149,6938.750679,0.061132,-0.024950,-0.005042,1746.473110,3604.638752,4946.929655,6365.194566,-0.737859,-5.523109,4.256288,-0.000000
23 Mar 2021 06:06:25.000,51.309,64.024,6938.725431,0.061113,-0.025227,-0.005090,1742.748035,3576.971861,4968.137108,6365.083246,-0.752170,-5.543624,4.226677,-0.000000
23 Mar 2021 06:06:30.000,51.615,63.897,6938.699944,0.061094,-0.025511,-0.005137,1738.951424,3549.202831,4989.196200,6364.972231,-0.766473,-5.563964,4.196944,-0.000000
23 Mar 2021 06:06:35.000,51.920,63.769,6938.674221,0.061074,-0.025802,-0.005184,1735.083319,3521.332541,5010.106324,6364.861536,-0.780767,-5.584128,4.167090,-0.000000
23 Mar 2021 06:06:40.000,52.225,63.639,6938.648264,0.061054,-0.026099,-0.005231,1731.143768,3493.361875,5030.866878,6364.751172,-0.795052,-5.604115,4.137116,-0.000000
23 Mar 2021 06:06:45.000,52.531,63.508,6938.622076,0.061034,-0.026405,-0.005277,1727.132818,3465.291716,5051.477265,6364.641153,-0.809327,-5.623925,4.107023,-0.000000
23 Mar 2021 06:06:50.000,52.836,63.375,6938.595659,0.061013,-0.026718,-0.005322,1723.050520,3437.122952,5071.936891,6364.531492,-0.823591,-5.643557,4.076812,-0.000000
23 Mar 2021 06:06:55.000,53.141,63.241,6938.569014,0.060991,-0.027038,-0.005367,1718.896929,3408.856471,5092.245170,6364.422202,-0.837844,-5.663011,4.046484,-0.000000
23 Mar 2021 06:07:00.000,53.446,63.105,6938.542145,0.060969,-0.027367,-0.005412,1714.672101,3380.493167,5112.401516,6364.313296,-0.852086,-5.682286,4.016039,-0.000000
23 Mar 2021 06:07:05.000,53.750,62.967,6938.515053,0.060946,-0.027705,-0.005456,1710.376094,3352.033934,5132.405351,6364.204787,-0.866315,-5.701382,3.985479,-0.000000
23 Mar 2021 06:07:10.000,54.055,62.828,6938.487741,0.060923,-0.028050,-0.005500,1706.008971,3323.479669,5152.256100,6364.096687,-0.880532,-5.720299,3.954805,-0.000000
23 Mar 2021 06:07:15.000,54.360,62.687,6938.460211,0.060899,-0.028405,-0.005543,1701.570796,3294.831271,5171.953194,6363.989010,-0.894736,-5.739035,3.924017,-0.000000
23 Mar 2021 06:07:20.000,54.664,62.544,6938.432465,0.060875,-0.028769,-0.005586,1697.061637,3266.089643,5191.496066,6363.881768,-0.908926,-5.757591,3.893116,-0.000000
23 Mar 2021 06:07:25.000,54.968,62.399,6938.404505,0.060849,-0.029143,-0.005629,1692.481562,3237.255689,5210.884156,6363.774974,-0.923102,-5.775966,3.862104,-0.000000
23 Mar 2021 06:07:30.000,55.273,62.252,6938.376334,0.060824,-0.029526,-0.005671,1687.830645,3208.330314,5230.116908,6363.668641,-0.937263,-5.794159,3.830981,-0.000000
23 Mar 2021 06:07:35.000,55.577,62.104,6938.347954,0.060797,-0.029920,-0.005712,1683.108961,3179.314429,5249.193771,6363.562780,-0.951409,-5.812170,3.799748,-0.000000
23 Mar 2021 06:07:40.000,55.881,61.953,6938.319367,0.060770,-0.030324,-0.005753,1678.316587,3150.208944,5268.114197,6363.457406,-0.965539,-5.829998,3.768407,-0.000000
23 Mar 2021 06:07:45.000,56.184,61.800,6938.290575,0.060742,-0.030739,-0.005794,1673.453604,3121.014773,5286.877645,6363.352529,-0.979652,-5.847644,3.736957,-0.000000
23 Mar 2021 06:07:50.000,56.488,61.646,6938.261582,0.060713,-0.031165,-0.005834,1668.520094,3091.732832,5305.483576,6363.248163,-0.993749,-5.865106,3.705400,-0.000000
23 Mar 2021 06:07:55.000,56.791,61.489,6938.232388,0.060683,-0.031603,-0.005874,1663.516144,3062.364037,5323.931459,6363.144320,-1.007828,-5.882385,3.673738,-0.000000
23 Mar 2021 06:08:00.000,57.095,61.329,6938.202996,0.060653,-0.032053,-0.005913,1658.441843,3032.909310,5342.220764,6363.041012,-1.021890,-5.899479,3.641970,-0.000000
23 Mar 2021 06:08:05.000,57.398,61.168,6938.173409,0.060622,-0.032516,-0.005952,1653.297280,3003.369572,5360.350969,6362.938251,-1.035933,-5.916389,3.610097,-0.000000
23 Mar 2021 06:08:10.000,57.701,61.004,6938.143628,0.060590,-0.032991,-0.005990,1648.082549,2973.745747,5378.321554,6362.836050,-1.049957,-5.933114,3.578122,-0.000000
23 Mar 2021 06:08:15.000,58.004,60.838,6938.113656,0.060556,-0.033480,-0.006028,1642.797748,2944.038762,5396.132006,6362.734420,-1.063961,-5.949653,3.546044,-0.000000
23 Mar 2021 06:08:20.000,58.307,60.669,6938.083496,0.060522,-0.033983,-0.006065,1637.442974,2914.249545,5413.781816,6362.633374,-1.077945,-5.966006,3.513865,-0.000000
23 Mar 2021 06:08:25.000,58.609,60.498,6938.053149,0.060487,-0.034501,-0.006102,1632.018330,2884.379027,5431.270478,6362.532924,-1.091909,-5.982174,3.481585,-0.000000
23 Mar 2021 06:08:30.000,58.911,60.324,6938.022617,0.060451,-0.035033,-0.006139,1626.523919,2854.428139,5448.597493,6362.433081,-1.105852,-5.998154,3.449206,-0.000000
23 Mar 2021 06:08:35.000,59.214,60.148,6937.991904,0.060414,-0.035581,-0.006175,1620.959849,2824.397816,5465.762367,6362.333857,-1.119773,-6.013947,3.416729,-0.000000
23 Mar 2021 06:08:40.000,59.516,59.969,6937.961010,0.060376,-0.036146,-0.006211,1615.326229,2794.288995,5482.764607,6362.235264,-1.133672,-6.029553,3.384153,-0.000000
23 Mar 2021 06:08:45.000,59.817,59.786,6937.929939,0.060336,-0.036727,-0.006246,1609.623170,2764.102612,5499.603730,6362.137313,-1.147548,-6.044971,3.351481,-0.000000
23 Mar 2021 06:08:50.000,60.119,59.601,6937.898692,0.060296,-0.037325,-0.006280,1603.850788,2733.839610,5516.279254,6362.040017,-1.161401,-6.060201,3.318714,-0.000000
23 Mar 2021 06:08:55.000,60.420,59.413,6937.867273,0.060254,-0.037942,-0.006315,1598.009200,2703.500928,5532.790704,6361.943386,-1.175230,-6.075243,3.285852,-0.000000
23 Mar 2021 06:09:00.000,60.721,59.222,6937.835682,0.060211,-0.038577,-0.006349,1592.098526,2673.087511,5549.137608,6361.847432,-1.189035,-6.090095,3.252896,-0.000000
23 Mar 2021 06:09:05.000,61.022,59.027,6937.803922,0.060166,-0.039232,-0.006382,1586.118889,2642.600305,5565.319500,6361.752167,-1.202816,-6.104758,3.219847,-0.000000
23 Mar 2021 06:09:10.000,61.323,58.829,6937.771996,0.060120,-0.039907,-0.006415,1580.070413,2612.040256,5581.335918,6361.657601,-1.216571,-6.119232,3.186706,-0.000000
23 Mar 2021 06:09:15.000,61.624,58.628,6937.739906,0.060072,-0.040604,-0.006448,1573.953226,2581.408313,5597.186406,6361.563746,-1.230300,-6.133516,3.153475,-0.000000
23 Mar 2021 06:09:20.000,61.924,58.423,6937.707653,0.060023,-0.041322,-0.006480,1567.767459,2550.705428,5612.870511,6361.470613,-1.244003,-6.147609,3.120154,-0.000000
23 Mar 2021 06:09:25.000,62.224,58.215,6937.675241,0.059973,-0.042064,-0.006511,1561.513245,2519.932552,5628.387787,6361.378213,-1.257679,-6.161512,3.086743,-0.000000
23 Mar 2021 06:09:30.000,62.524,58.003,6937.642671,0.059920,-0.042829,-0.006542,1555.190719,2489.090639,5643.737792,6361.286556,-1.271327,-6.175224,3.053245,-0.000000
23 Mar 2021 06:09:35.000,62.823,57.787,6937.609945,0.059866,-0.043619,-0.006573,1548.800020,2458.180645,5658.920088,6361.195654,-1.284948,-6.188744,3.019660,-0.000000
23 Mar 2021 06:09:40.000,63.122,57.567,6937.577066,0.059810,-0.044436,-0.006604,1542.341288,2427.203528,5673.934243,6361.105517,-1.298540,-6.202073,2.985989,-0.000000
23 Mar 2021 06:09:45.000,63.421,57.342,6937.544035,0.059753,-0.045279,-0.006633,1535.814666,2396.160245,5688.779828,6361.016156,-1.312104,-6.215210,2.952232,-0.000000
23 Mar 2021 06:09:50.000,63.720,57.114,6937.510856,0.059693,-0.046150,-0.006663,1529.220301,2365.051757,5703.456422,6360.927582,-1.325638,-6.228155,2.918392,-0.000000
23 Mar 2021 06:09:55.000,64.018,56.881,6937.477530,0.059631,-0.047051,-0.006692,1522.558341,2333.879027,5717.963606,6360.839804,-1.339141,-6.240907,2.884469,-0.000000
23 Mar 2021 06:10:00.000,64.316,56.643,6937.444059,0.059567,-0.047983,-0.006721,1515.828938,2302.643016,5732.300968,6360.752834,-1.352615,-6.253467,2.850463,-0.000000
23 Mar 2021 06:10:05.000,64.614,56.401,6937.410446,0.059501,-0.048946,-0.006749,1509.032244,2271.344691,5746.468099,6360.666681,-1.366057,-6.265833,2.816376,-0.000000
23 Mar 2021 06:10:10.000,64.911,56.154,6937.376692,0.059432,-0.049944,-0.006776,1502.168416,2239.985016,5760.464597,6360.581356,-1.379468,-6.278006,2.782210,-0.000000
23 Mar 2021 06:10:15.000,65.208,55.901,6937.342800,0.059361,-0.050976,-0.006804,1495.237613,2208.564960,5774.290062,6360.496869,-1.392847,-6.289985,2.747964,-0.000000
23 Mar 2021 06:10:20.000,65.505,55.644,6937.308772,0.059287,-0.052044,-0.006831,1488.239996,2177.085492,5787.944102,6360.413229,-1.406194,-6.301771,2.713640,-0.000000
23 Mar 2021 06:10:25.000,65.801,55.381,6937.274610,0.059210,-0.053151,-0.006857,1481.175729,2145.547581,5801.426328,6360.330447,-1.419507,-6.313362,2.679238,-0.000000
23 Mar 2021 06:10:30.000,66.097,55.112,6937.240316,0.059131,-0.054298,-0.006883,1474.044979,2113.952200,5814.736356,6360.248533,-1.432787,-6.324759,2.644761,-0.000000
23 Mar 2021 06:10:35.000,66.392,54.838,6937.205892,0.059048,-0.055487,-0.006909,1466.847914,2082.300320,5827.873809,6360.167495,-1.446033,-6.335961,2.610208,-0.000000
23 Mar 2021 06:10:40.000,66.687,54.557,6937.171341,0.058962,-0.056720,-0.006934,1459.584707,2050.592917,5840.838312,6360.087343,-1.459244,-6.346968,2.575581,-0.000000
23 Mar 2021 06:10:45.000,66.982,54.270,6937.136664,0.058873,-0.057998,-0.006959,1452.255530,2018.830966,5853.629497,6360.008088,-1.472420,-6.357780,2.540881,-0.000000
23 Mar 2021 06:10:50.000,67.276,53.977,6937.101864,0.058781,-0.059325,-0.006983,1444.860562,1987.015443,5866.247000,6359.929738,-1.485561,-6.368397,2.506108,-0.000000
23 Mar 2021 06:10:55.000,67.570,53.677,6937.066942,0.058685,-0.060702,-0.007007,1437.399981,1955.147326,5878.690461,6359.852303,-1.498665,-6.378818,2.471265,-0.000000
23 Mar 2021 06:11:00.000,67.863,53.370,6937.031902,0.058585,-0.062132,-0.007030,1429.873969,1923.227593,5890.959529,6359.775791,-1.511733,-6.389043,2.436351,-0.000000
23 Mar 2021 06:11:05.000,68.155,53.056,6936.996743,0.058481,-0.063617,-0.007053,1422.282710,1891.257226,5903.053853,6359.700212,-1.524764,-6.399072,2.401367,-0.000000
23 Mar 2021 06:11:10.000,68.448,52.734,6936.961470,0.058372,-0.065161,-0.007076,1414.626390,1859.237204,5914.973089,6359.625574,-1.537757,-6.408904,2.366316,-0.000000
23 Mar 2021 06:11:15.000,68.739,52.404,6936.926084,0.058259,-0.066766,-0.007098,1406.905200,1827.168510,5926.716899,6359.551887,-1.550712,-6.418540,2.331197,-0.000000
23 Mar 2021 06:11:20.000,69.030,52.066,6936.890586,0.058142,-0.068434,-0.007120,1399.119330,1795.052127,5938.284949,6359.479159,-1.563629,-6.427980,2.296012,-0.000000
23 Mar 2021 06:11:25.000,69.321,51.720,6936.854980,0.058019,-0.070171,-0.007142,1391.268976,1762.889040,5949.676910,6359.407399,-1.576506,-6.437222,2.260762,-0.000000
23 Mar 2021 06:11:30.000,69.610,51.364,6936.819266,0.057891,-0.071978,-0.007163,1383.354333,1730.680234,5960.892458,6359.336615,-1.589344,-6.446267,2.225447,-0.000000
23 Mar 2021 06:11:35.000,69.899,51.000,6936.783448,0.057757,-0.073859,-0.007183,1375.375601,1698.426694,5971.931274,6359.266815,-1.602142,-6.455115,2.190069,-0.000000
23 Mar 2021 06:11:40.000,70.188,50.625,6936.747526,0.057618,-0.075819,-0.007204,1367.332983,1666.129408,5982.793045,6359.198008,-1.614899,-6.463766,2.154629,-0.000000
23 Mar 2021 06:11:45.000,70.476,50.241,6936.711503,0.057472,-0.077862,-0.007224,1359.226682,1633.789365,5993.477460,6359.130202,-1.627615,-6.472218,2.119127,-0.000000
23 Mar 2021 06:11:50.000,70.763,49.847,6936.675382,0.057320,-0.079991,-0.007243,1351.056904,1601.407552,6003.984217,6359.063404,-1.640289,-6.480473,2.083565,-0.000000
23 Mar 2021 06:11:55.000,71.049,49.441,6936.639163,0.057161,-0.082212,-0.007262,1342.823860,1568.984959,6014.313016,6358.997624,-1.652921,-6.488530,2.047944,-0.000000
